gap,corr,rmspe,var
1,0.987529104168,0.323375635854,DO_mgL
3,0.979940446469,0.405019186598,DO_mgL
7,0.965130213964,0.51193238672,DO_mgL
14,0.928440080397,0.754727150177,DO_mgL
21,0.920185274977,0.740517523644,DO_mgL
1,0.950180838968,4.74587750855,CDOM_mV
3,0.919580304636,5.93823768279,CDOM_mV
7,0.861731877211,7.68663706118,CDOM_mV
14,0.58735709641,13.6676663163,CDOM_mV
21,0.645174160144,11.8308104288,CDOM_mV
